0	0	0
1.000000e-02	9.810000e-02	6.816400e-02
2.000000e-02	1.957831e-01	8.777797e-02
3.000000e-02	2.938340e-01	9.150179e-02
4.000000e-02	3.919340e-01	8.150034e-02
5.000000e-02	3.192613e-01	6.589447e-02
6.000000e-02	2.211613e-01	6.035784e-02
7.000000e-02	1.809521e-01	4.641126e-02
8.000000e-02	2.200307e-01	4.864497e-02
9.000000e-02	2.623602e-01	4.907171e-02
1.000000e-01	1.986467e-01	5.150852e-02
1.100000e-01	2.693387e-01	5.522026e-02
1.200000e-01	3.674387e-01	4.821130e-02
1.300000e-01	2.233360e-01	4.209482e-02
1.400000e-01	1.252360e-01	2.970751e-02
1.500000e-01	4.211768e-02	1.161744e-02
1.600000e-01	1.086004e-01	1.796468e-02
1.700000e-01	1.690640e-01	1.215749e-02
1.800000e-01	2.671640e-01	2.082912e-02
1.900000e-01	2.226532e-01	1.450749e-02
2.000000e-01	1.245532e-01	9.930226e-03
2.100000e-01	7.694899e-02	5.855160e-03
2.200000e-01	1.007335e-01	8.707295e-03
2.300000e-01	1.697468e-01	1.724911e-02
2.400000e-01	2.678468e-01	1.874153e-02
2.500000e-01	1.346906e-01	1.010151e-02
2.600000e-01	3.659064e-02	5.178888e-03
2.700000e-01	6.150936e-02	3.268089e-03
2.800000e-01	1.596094e-01	7.994910e-03
2.900000e-01	1.675492e-01	8.378500e-03
3.000000e-01	6.944919e-02	3.472538e-03
3.100000e-01	2.865081e-02	1.432547e-03
3.200000e-01	1.267508e-01	6.337541e-03
3.300000e-01	1.364429e-01	6.822144e-03
3.400000e-01	3.834287e-02	1.917144e-03
3.500000e-01	5.975713e-02	2.987856e-03
3.600000e-01	1.578571e-01	7.892856e-03
3.700000e-01	5.169797e-02	2.584899e-03
3.800000e-01	4.640203e-02	2.320101e-03
3.900000e-01	1.176107e-01	5.880534e-03
4.000000e-01	1.951068e-02	9.755338e-04
4.100000e-01	7.858932e-02	3.929466e-03
4.200000e-01	4.608576e-02	2.304288e-03
4.300000e-01	5.201424e-02	2.600712e-03
4.400000e-01	3.926186e-02	1.963093e-03
4.500000e-01	5.883814e-02	2.941907e-03
4.600000e-01	4.083533e-03	2.041766e-04
4.700000e-01	4.293456e-02	2.146728e-03
4.800000e-01	5.516544e-02	2.758272e-03
4.900000e-01	3.700397e-02	1.850199e-03
5.000000e-01	3.640695e-02	1.820347e-03
5.100000e-01	2.111771e-02	1.055886e-03
5.200000e-01	1.596201e-02	7.981007e-04
5.300000e-01	1.796482e-02	8.982408e-04
5.400000e-01	3.927564e-03	1.963782e-04
5.500000e-01	9.068403e-05	4.534202e-06
5.600000e-01	5.113951e-07	2.556976e-08
5.700000e-01	3.449495e-11	1.728563e-12
5.800000e-01	9.491560e-13	5.086954e-14
5.900000e-01	9.491560e-13	5.053017e-14
6.000000e-01	9.491560e-13	5.027950e-14
6.100000e-01	9.491560e-13	5.012390e-14
6.200000e-01	9.491560e-13	4.999427e-14
6.300000e-01	9.491560e-13	4.993516e-14
6.400000e-01	9.491560e-13	4.990339e-14
6.500000e-01	9.491560e-13	4.982237e-14
6.600000e-01	9.491560e-13	4.978868e-14
6.700000e-01	9.491560e-13	4.964798e-14
6.800000e-01	9.491560e-13	4.951102e-14
6.900000e-01	9.491560e-13	4.941205e-14
7.000000e-01	9.491560e-13	4.939552e-14
7.100000e-01	9.491560e-13	4.936959e-14
7.200000e-01	9.491560e-13	4.935053e-14
7.300000e-01	9.491560e-13	4.930503e-14
7.400000e-01	9.491560e-13	4.926026e-14
7.500000e-01	9.491560e-13	4.923774e-14
7.600000e-01	9.491560e-13	4.920205e-14
7.700000e-01	9.491560e-13	4.920155e-14
7.800000e-01	9.491560e-13	4.916420e-14
7.900000e-01	9.491560e-13	4.911033e-14
8.000000e-01	9.491560e-13	4.900760e-14
8.100000e-01	9.491560e-13	4.893096e-14
8.200000e-01	9.491560e-13	4.889491e-14
8.300000e-01	9.491560e-13	4.887148e-14
8.400000e-01	9.491560e-13	4.886764e-14
8.500000e-01	9.491560e-13	4.884613e-14
8.600000e-01	9.491560e-13	4.881848e-14
8.700000e-01	9.491560e-13	4.881064e-14
8.800000e-01	9.491560e-13	4.881064e-14
8.900000e-01	9.491560e-13	4.879968e-14
9.000000e-01	9.491560e-13	4.880305e-14
