9.100000e-01	9.491560e-13	4.877854e-14
9.200000e-01	9.491560e-13	4.874322e-14
9.300000e-01	9.491560e-13	4.870972e-14
9.400000e-01	9.491560e-13	4.870028e-14
9.500000e-01	9.491560e-13	4.867975e-14
9.600000e-01	9.491560e-13	4.866366e-14
9.700000e-01	9.491560e-13	4.864823e-14
9.800000e-01	9.491560e-13	4.864212e-14
9.900000e-01	9.491560e-13	4.860498e-14
1.000000e+00	9.491560e-13	4.856080e-14
1.010000e+00	9.491560e-13	4.854579e-14
1.020000e+00	9.491560e-13	4.855496e-14
1.030000e+00	9.491560e-13	4.852069e-14
1.040000e+00	9.491560e-13	4.847419e-14
1.050000e+00	9.491560e-13	4.843295e-14
1.060000e+00	9.491560e-13	4.837016e-14
1.070000e+00	9.491560e-13	4.831923e-14
1.080000e+00	9.491560e-13	4.826267e-14
1.090000e+00	9.491560e-13	4.823065e-14
1.100000e+00	9.491560e-13	4.820333e-14
1.110000e+00	9.491560e-13	4.816486e-14
1.120000e+00	9.491560e-13	4.811726e-14
1.130000e+00	9.491560e-13	4.811678e-14
1.140000e+00	9.491560e-13	4.810347e-14
1.150000e+00	9.491560e-13	4.810522e-14
1.160000e+00	9.491560e-13	4.810216e-14
1.170000e+00	9.491560e-13	4.808987e-14
1.180000e+00	9.491560e-13	4.808669e-14
1.190000e+00	9.491560e-13	4.809047e-14
1.200000e+00	9.491560e-13	4.808259e-14
1.210000e+00	9.491560e-13	4.808935e-14
1.220000e+00	9.491560e-13	4.810032e-14
1.230000e+00	9.491560e-13	4.810003e-14
1.240000e+00	9.491560e-13	4.811036e-14
1.250000e+00	9.491560e-13	4.811036e-14
1.260000e+00	9.491560e-13	4.811262e-14
1.270000e+00	9.491560e-13	4.811519e-14
1.280000e+00	9.491560e-13	4.811859e-14
1.290000e+00	9.491560e-13	4.811859e-14
1.300000e+00	9.491560e-13	4.811592e-14
1.310000e+00	9.491560e-13	4.811592e-14
1.320000e+00	9.491560e-13	4.812211e-14
1.330000e+00	9.491560e-13	4.813102e-14
1.340000e+00	9.491560e-13	4.813102e-14
1.350000e+00	9.491560e-13	4.813102e-14
1.360000e+00	9.491560e-13	4.813734e-14
1.370000e+00	9.491560e-13	4.812994e-14
1.380000e+00	9.491560e-13	4.812552e-14
1.390000e+00	9.491560e-13	4.812927e-14
1.400000e+00	9.491560e-13	4.812315e-14
1.410000e+00	9.491560e-13	4.812290e-14
1.420000e+00	9.491560e-13	4.811330e-14
1.430000e+00	9.491560e-13	4.811330e-14
1.440000e+00	9.491560e-13	4.811037e-14
1.450000e+00	9.491560e-13	4.811037e-14
1.460000e+00	9.491560e-13	4.811026e-14
1.470000e+00	9.491560e-13	4.811739e-14
1.480000e+00	9.491560e-13	4.811851e-14
1.490000e+00	9.491560e-13	4.812652e-14
1.500000e+00	9.491560e-13	4.812652e-14
