0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0.01 0 0 0 0 0 0 0 1 0 1 1 0 0 0 0 0 0 0 0 0
0.02 0 0 0 0 0 0 1 2 1 0 1 0 0 0 0 0 0 0 0 0
0.03 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
0.04 0 0 0 0 0 0 0 2 1 0 0 1 0 0 0 0 0 0 0 0
0.05 0 0 0 0 0 0 0 1 1 0 0 1 1 0 0 0 0 0 0 0
0.06 0 0 0 0 2 1 0 0 0 2 0 0 0 0 0 0 1 0 0 0
0.07 0 0 0 0 0 0 0 0 0 1 3 0 0 0 0 0 0 0 0 0
0.08 0 0 1 0 1 1 2 0 0 0 1 1 1 0 1 0 0 1 0 0
0.09 0 1 1 0 0 1 0 1 0 4 2 4 1 0 1 0 2 0 1 0
0.1 0 1 0 0 1 0 1 0 1 0 1 2 3 0 0 0 0 1 0 0
0.11 0 1 0 1 2 3 1 1 2 2 2 3 2 0 1 1 1 1 0 0
0.12 0 1 1 0 1 2 1 1 1 4 2 1 1 0 0 0 1 0 0 0
0.13 1 1 0 0 3 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0
0.14 0 1 1 0 2 1 1 1 0 0 1 2 2 1 0 0 1 1 0 0
0.15 0 0 2 0 1 0 0 1 0 2 1 4 3 0 0 1 2 1 0 0
0.16 3 2 2 0 3 3 3 4 2 6 3 4 3 3 4 1 3 3 3 0
0.17 3 3 2 0 4 3 2 3 0 7 3 4 3 3 4 2 3 3 3 0
0.18 3 3 2 0 4 3 2 4 0 7 3 4 3 3 4 2 3 3 3 0
0.19 3 3 2 1 4 4 2 4 1 7 3 4 3 3 5 2 4 3 3 0
0.2 3 3 4 0 4 3 4 4 2 6 3 4 3 3 5 1 4 3 3 0
0.21 3 3 4 1 4 4 4 4 3 7 3 4 3 3 5 2 4 3 3 0
0.22 3 3 4 1 4 4 4 4 3 7 3 4 3 3 5 2 4 3 3 0
0.23 0 1 0 1 2 2 0 1 2 3 2 3 3 0 0 0 1 1 0 0
0.24 3 4 6 1 4 4 5 4 4 5 3 4 4 2 4 2 3 1 1 0
0.25 3 4 6 3 4 5 5 4 4 5 4 4 4 3 4 3 4 2 3 0
0.26 3 4 5 1 4 4 5 4 4 5 3 4 4 3 4 2 3 3 3 0
0.27 3 4 5 3 4 5 5 4 4 6 3 4 4 4 4 3 4 3 4 0
0.28 3 4 5 3 4 5 5 5 5 6 3 4 4 4 4 3 4 3 4 0
0.29 3 4 5 3 4 5 5 5 5 6 3 4 4 4 4 3 4 3 4 0
0.3 3 4 5 3 4 5 5 5 5 6 3 4 4 4 4 3 4 3 4 0
0.31 3 4 5 3 4 5 5 5 5 6 3 4 4 4 4 3 4 3 4 0
0.32 3 4 5 3 4 5 5 5 5 6 3 4 4 4 4 3 4 3 4 0
0.33 3 4 5 3 4 5 5 5 5 6 3 4 4 4 4 3 4 3 4 0
0.34 3 4 5 3 4 5 5 5 5 6 3 4 4 4 4 3 4 3 4 0
0.35 3 4 5 3 4 5 5 5 5 6 3 4 4 4 4 3 4 3 4 0
0.36 3 4 5 3 4 5 5 5 5 6 3 4 4 4 4 3 4 3 4 0
0.37 3 4 5 3 4 5 5 5 5 6 3 4 4 4 4 3 4 3 4 0
0.38 3 4 5 3 4 5 5 5 5 6 3 4 4 4 4 3 4 3 4 0
