0 0.0142776 0.00793257 0.024225 0.0140004 0.00669186 0.00521412 0.0180077 0.0249004 0.0208692 0.00586208 0.0051907 0.0248263 0.0246937 0.0238103 0.015525 0.00549368 0.00996784 0.0217387 0.0150212 0.0148509
0.01 0.0142776 0.00793257 0.0242135 0.0138677 0.00669186 0.00521412 0.0180077 0.0249957 0.0208437 0.00586365 0.00518924 0.0248263 0.0246937 0.023822 0.015525 0.00539404 0.00996784 0.0217387 0.0150222 0.0148509
0.02 0.0144969 0.00778666 0.0244124 0.0134063 0.00676027 0.00509941 0.0179922 0.0249971 0.0206548 0.00563886 0.00504021 0.0248263 0.0247187 0.0241013 0.0153731 0.00504255 0.010079 0.0217387 0.0150487 0.0148509
0.03 0.014741 0.00786017 0.0248976 0.0128191 0.00681192 0.00513249 0.017873 0.0249978 0.0204427 0.00504774 0.00500707 0.0249353 0.0247599 0.0246415 0.0148278 0.00500128 0.010421 0.0211422 0.0152029 0.0148509
0.04 0.0149654 0.00789484 0.0248993 0.0121189 0.00687566 0.00504031 0.0179388 0.0249946 0.0200025 0.00515869 0.00503146 0.0249719 0.0241901 0.0248129 0.015132 0.0050058 0.0109758 0.0203207 0.0153591 0.0148509
0.05 0.0150216 0.00782515 0.0247114 0.0118639 0.00705742 0.00501174 0.0178511 0.0249985 0.0194785 0.00510115 0.00500528 0.0249682 0.0238936 0.0246337 0.0148851 0.00503495 0.0107778 0.0199095 0.0155125 0.0148509
0.06 0.015047 0.0076004 0.024986 0.0115361 0.00736234 0.00500076 0.0177667 0.0249982 0.0187861 0.00499822 0.00503371 0.0249763 0.0237929 0.0246384 0.0147395 0.00507224 0.0106812 0.0197419 0.0158254 0.0148509
0.07 0.0150668 0.0073797 0.0249951 0.0114575 0.00762298 0.00500769 0.0174107 0.024993 0.0178684 0.00501401 0.0050306 0.0249945 0.0237667 0.0246722 0.0148591 0.0051037 0.0108081 0.019874 0.0162682 0.0148509
0.08 0.0150866 0.00720926 0.0249915 0.0116766 0.00781018 0.00499983 0.017202 0.0249998 0.0167609 0.00506471 0.00500441 0.0249993 0.0238269 0.0246735 0.0149521 0.00515514 0.0108487 0.0199395 0.0169025 0.0148509
0.09 0.0150009 0.00718716 0.0249912 0.0120279 0.00719431 0.00500061 0.017205 0.0249966 0.0162982 0.00499938 0.00500129 0.025 0.0238768 0.0246594 0.0149052 0.00521828 0.0108658 0.0198494 0.0178774 0.0148509
0.1 0.015033 0.00718721 0.0249933 0.0124252 0.00666034 0.00500398 0.0172156 0.0249961 0.0160293 0.00500067 0.00500053 0.025 0.023882 0.0245579 0.0148909 0.00528143 0.0107607 0.0197795 0.019009 0.0148509
0.11 0.0150604 0.00718722 0.0249999 0.0128072 0.00628026 0.00500007 0.0171966 0.0250006 0.0158609 0.00500383 0.00500631 0.025 0.0238895 0.0244907 0.0150016 0.00538319 0.0105146 0.0196684 0.0193483 0.0148509
0.12 0.0150615 0.00716701 0.0250001 0.0131128 0.00582987 0.00499969 0.0171563 0.025 0.0156115 0.00499946 0.00500573 0.0249971 0.0238737 0.0239373 0.0150325 0.00551386 0.0102859 0.0194734 0.0192973 0.0148509
0.13 0.0150513 0.00709932 0.0249949 0.0135282 0.00543618 0.00500435 0.0171183 0.024999 0.0154043 0.00500037 0.00500375 0.0249936 0.0239231 0.0238764 0.0150594 0.00567419 0.01016 0.0193682 0.0193174 0.0148509
0.14 0.0150419 0.00704601 0.0249972 0.01369 0.00534341 0.00500017 0.0170688 0.0249995 0.0153398 0.00500621 0.0050028 0.025 0.0239954 0.0238061 0.0150716 0.00589107 0.010116 0.0192991 0.0193224 0.0148509
0.15 0.0150025 0.00705787 0.0249966 0.013533 0.00533604 0.00500012 0.0170629 0.0249988 0.0152997 0.005 0.0050024 0.025 0.0240149 0.023957 0.015013 0.0061407 0.0100397 0.0191603 0.0193924 0.0148509
0.16 0.0150001 0.00705603 0.025 0.0137828 0.00534109 0.00506158 0.0170752 0.025 0.0153369 0.00499994 0.00500001 0.025 0.0240229 0.0241229 0.0149999 0.00643559 0.0100108 0.0191149 0.0194577 0.0148509
