0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0.01 -0.0981 0.078895 -0.0109176 -0.069033 -0.00822324 -0.0979774 0.0589317 -0.0314035 -0.0197765 0.0157331 -0.00131865 0.00779463 -0.0978057 -0.0181295 -0.0977566 -0.0677589 -0.0977076 -0.0976831 -0.0598438 -0.097634
0.02 -0.0644286 0.0560633 -0.0550959 -0.0606 0.00431617 0.0287418 0.00675221 -0.00704223 -0.03532 0.00394702 0.00571837 -0.000612007 -0.101257 -0.0285319 -0.188582 -0.00458531 -0.0838694 -0.195783 -0.103924 -0.195734
0.03 -0.114082 0.04506 -0.00813522 -0.0559243 -0.00566077 -0.0629972 0.159046 0.00849487 -0.00540946 -0.0251472 0.0168037 -0.0267021 -0.0173351 -0.0404608 -0.0642402 -0.0234086 -0.0612082 0.0104687 -0.182369 -0.293834
0.04 -0.109707 -0.00123238 -0.0321813 -0.0332276 0.00522399 -0.0162455 -0.00451329 0.00827024 -0.000718845 -0.0185819 0.0208028 0.0110852 0.0096817 -0.042229 0.0729145 -0.055377 -0.0185354 -0.0876313 -0.0225449 -0.391934
0.05 -0.179853 0.0267913 -0.0132658 -0.0124356 -0.0269189 -0.0119512 0.00373783 -0.000908945 -0.0470183 0.023053 -0.0115224 0.0182537 -0.0131923 -0.0978295 -0.0154367 -0.0102074 0.0276083 -0.0219239 -0.0277625 0.319261
0.06 0.0775836 0.0057968 -0.0942504 -0.00454743 -0.00553588 -0.00921418 -0.00357999 -0.0042838 -0.067232 -0.00506823 0.00710603 0.0009398 0.00372601 -0.0983209 -0.0185073 -0.0581384 -0.00363779 -0.0188554 -0.0380834 0.221161
0.07 -0.0205164 -0.0156181 -0.0461659 -0.0133111 -0.00119445 -0.00905068 0.0126113 0.00398169 -0.103416 -0.00232761 -0.000149964 0.000613315 0.00193114 -0.092091 -0.00215054 -0.0920828 0.00467159 -0.00138994 -0.0375518 0.123061
0.08 -0.118616 0.00055184 -0.0163151 -0.0454567 -0.000629644 -0.00416615 0.000773545 0.000375161 -0.186516 -0.00603781 7.08708e-06 0.00177008 -0.000884438 -0.143264 -0.0146433 0.0797343 -0.00633828 -0.00579404 -0.0531408 0.0249613
0.09 0.0811596 -4.23726e-07 -0.00573608 -0.037353 -6.4863e-05 0.00984369 -0.00298379 -0.0258752 -0.0715628 -0.00539446 -0.00525014 -0.000255533 0.00061123 -0.23754 -0.0329278 -0.0183657 0.00197216 -0.00110164 -0.102731 -0.0731387
